"license.number","dba.name","aka.name","facility.address","facility.city","facility.zip","risk.category","status","license.code","latitude","longitude","lat","lng"
"1046303","LOGAN CERTIFIED FOODS CORP","LOGAN CERTIFIED FOODS CORP","2857 W DIVERSEY AVE","CHICAGO",60647,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9319704699528,-87.6999316190437,NA,NA
"1046428","PIONEER","PIONEER","3959 W ARMITAGE AVE","CHICAGO",60647,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9171739,-87.7263348
"1046521","GUADALAJARA FOOD AND LIQUOR","GUADALAJARA FOOD AND LIQUOR","1527 W 18TH ST","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.857557,-87.664799
"1046636","SADO'S SERVICES","SADO'S SERVICES","3919 W 63RD ST","CHICAGO",60629,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.778409,-87.721117
"1046642","KENTUCKY FRIED CHICKEN","KENTUCKY FRIED CHICKEN","3201 W CERMAK RD","CHICAGO",60623,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8516545451634,-87.7053126940997,NA,NA
"1046685","BLOCKBUSTER VIDEO #17353","BLOCKBUSTER VIDEO #17353","3145 S ASHLAND AVE","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8372125,-87.6639344
"1046688","BLOCKBUSTER VIDEO #17102","BLOCKBUSTER VIDEO #17102","5634 W FULLERTON AVE","CHICAGO",60639,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.924249,-87.7678059
"1046729","BLOCKBUSTER VIDEO #17267","BLOCKBUSTER VIDEO #17267","2037 N CLYBOURN AVE","CHICAGO",60614,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.919009,-87.6602599
"1046751","CALIFORNIA CITGO, INC","CALIFORNIA CITGO, INC","2700 W 51ST ST","CHICAGO",60632,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.801038,-87.6915664
"1046781","EAT AND RUN INC","EAT AND RUN INC","1733 W 87TH ST","CHICAGO",60620,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",NA,NA,41.7357185,-87.6668165
"10468","FIESTA MEXICANA RESTAURANT","FIESTA MEXICANA RESTAURANT","2423 N LINCOLN AVE","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.926037559991,-87.6493790845643,NA,NA
"1047032","TASTEE FREEZ","TASTEE FREEZ","2815 W Armitage","CHICAGO",60647,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9173738800041,-87.6978415084998,NA,NA
"1047059","HOP HAUS","HOP HAUS","646 N FRANKLIN ST","CHICAGO",60654,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8937827773774,-87.6357793413821,NA,NA
"1047081","Canteen @ Malcolm X College","Canteen @ Malcolm X College","1906 W VAN BUREN ST","CHICAGO",60612,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8763398833973,-87.674394506339,NA,-87.6773956
"1047084","USMANIA RESTAURANT","USMANIA RESTAURANT","2253 W DEVON AVE","CHICAGO",60659,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9976684970207,-87.6871297021748,NA,NA
"1047126","CASA HERNANDEZ","CASA HERNANDEZ GROCERY STORE","1725 W LUNT","CHICAGO",60626,"Risk 1 (High)","Active","1006-FOOD RETAIL",42.0088967093671,-87.6733112305424,NA,NA
"1047168","GAGE PARK FOOD","SOUTHWEST GAS, FOOD","2801 W 59TH ST","CHICAGO",60629,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7862960144104,-87.6936518260288,NA,NA
"1047183","FAMILY DOLLAR #1544","FAMILY DOLLAR #1544","6308 S ASHLAND AVE","CHICAGO",60636,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7791470592039,-87.6643591405697,NA,NA
"1047189","FAMILY DOLLAR # 3952","FAMILY DOLLAR # 3952","4828 W IRVING PARK RD","CHICAGO",60641,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9535135073988,-87.7484085088091,NA,NA
"1047314","FAMILY DOLLAR #2465","FAMILY DOLLAR #2465","811 W 103RD ST","CHICAGO",60643,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.7068024142042,-87.6433093267715,NA,NA
"1047362","THE FAMOUS TACO BURRITO KING","THE FAMOUS TACO BURRITO KING","3603 N WESTERN AVE","CHICAGO",60618,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9468797900916,-87.6881138313782,NA,NA
"1047512","C-S VARIETY SUNDRIES INC","C-S VARIETY SUNDRIES INC","8321 S STONY ISLAND AVE","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.743533,-87.584984
"10476","EDWARDO'S NATURAL PIZZA","EDWARDO'S NATURAL PIZZA","1321 E 57TH ST","CHICAGO",60637,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7913623233316,-87.5939437567741,NA,NA
"10477","ALPHA FOODS & LIQUOR","ALPHA FOODS & LIQUOR","2558 W LAWRENCE AVE","CHICAGO",60625,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9686829941581,-87.6936649867165,NA,NA
"1047724","NOODLES ETC","NOODLES ETC","1333 E 57TH ST","CHICAGO",60637,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7913676173311,-87.5934568825423,NA,NA
"1047759","BLOCKBUSTER VIDEO #17320","BLOCKBUSTER VIDEO #17320","5907 S ARCHER AVE","CHICAGO",60638,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7944563,-87.7629932
"1047768","BLOCKBUSTER VIDEO #17257","BLOCKBUSTER VIDEO #17257","2301 W LAWRENCE AVE","CHICAGO",60625,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9686272,-87.6864791
"1047775","BLOCKBUSTER VIDEO #17311","BLOCKBUSTER VIDEO #17311","2803 -2805 N ASHLAND AVE","CHICAGO",60657,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.932651,-87.668043
"1047779","BLOCKBUSTER VIDEO #17319","BLOCKBUSTER VIDEO #17319","3349 S DR MARTIN LUTHER KING JR DR","CHICAGO",60616,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8335174,-87.6170039
"1047783","BLOCKBUSTER VIDEO #17335","BLOCKBUSTER VIDEO #17335","2425 W CERMAK RD","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8520237,-87.6860938
"1047801","JOHNSON'S FAMILY SOUL FOOD RESTAURANT","JOHNSON'S FAMILY SOUL FOOD RESTAURANT","8233 S ASHLAND AVE","CHICAGO",60620,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.743895,-87.6628829
"1047873","BLOCKBUSTER VIDEO #17029","BLOCKBUSTER VIDEO #17029","6639 S PULASKI RD","CHICAGO",60629,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.771982,-87.722222
"10486","BRICKS","BRICKS","1909 N LINCOLN AVE","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9168481098103,-87.6365244655254,NA,NA
"10488","SIAM CAFE,THAI RESTAURANT","SIAM CAFE,THAI RESTAURANT","4712 N SHERIDAN RD","CHICAGO",60640,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9676443738206,-87.654949777814,NA,NA
"1050","MARTINO'S ITALIAN CUISINE & PIZZERIA, INC.","MARTINO'S ITALIAN CUISINE & PIZZERIA","3431 W PETERSON AVE","CHICAGO",60659,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.990198520314,-87.7152623730449,NA,NA
"1052","ONE ELEVEN FOOD & LIQUOR INC","ONE ELEVEN FOOD & LIQUOR INC","111 N KEDZIE AVE","CHICAGO",60612,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8832349432295,-87.7060367001199,NA,NA
"10540","VIET HOA PLAZA","VIET HOA PLAZA","1051 W ARGYLE ST","CHICAGO",60640,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9731740097832,-87.6569923349079,NA,NA
"10559","PODHALANKA RESTAURANT","PODHALANKA RESTAURANT","1549 W DIVISION ST","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9032428654545,-87.6670620478234,NA,-87.6773956
"1058","LATIN AMERICAN REST & LOUNGE","LATIN AMERICAN REST & LOUNGE","2743 W DIVISION ST","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.902821329976,-87.6961432994366,NA,NA
"1060","EVA & Z INC","SPOTLESS FOOD MART/ZIGGY'S PUB","6158 W 63RD ST","CHICAGO",60638,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7778786660164,-87.7763237144748,NA,NA
"10604","WILLA'S FIFTY YARD LINE","WILLA'S FIFTY YARD LINE","69 E 75TH ST","CHICAGO",60619,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7581740933306,-87.6219944475341,NA,NA
"10611","TOKYO MARINA","TOKYO MARINA","5058-5060 N CLARK ST","CHICAGO",60640,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9741766284478,-87.668333208618,NA,NA
"10618","ITALIA PIZZERIA","ITALIA PIZZERIA","2225 S WESTERN AVE","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8512569,-87.685247
"10626","HELEN'S RESTAURANT","HELEN'S RESTAURANT","1732 E 79TH ST","CHICAGO",60649,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.751744,-87.581884
"1064","MI TIERRA-SOUTH","MI TIERRA-SOUTH","2528 S KEDZIE AVE","CHICAGO",60623,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8454514140642,-87.7052142851684,NA,NA
"10649","PATEL BROTHERS","PATEL BROTHERS","2542 W DEVON AVE","CHICAGO",60659,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9976634,-87.6940061
"10651","SOUTH SHORE PRODUCE, INC.","SOUTH SHORE PRODUCE, INC.","7900 S SOUTH SHORE DR","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.751855602467,-87.5482503373389,NA,NA
"1068956","ALLA'S FOOD","ALLA'S FOOD","2024 E 93RD ST","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.726407,-87.574429
"1068962","Galleria Liqueurs","Galleria Liqueurs","1559 N WELLS ST","CHICAGO",60610,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.910863,-87.634332
"1069","INN BETWEEN LOUNGE","INN BETWEEN LOUNGE","733 W 26TH ST","CHICAGO",60616,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.845114,-87.644665
"1069009","CARNICERIA LEON GUANAJUATO INC","CARNICERIA LEON GUANAJUATO INC","4301 W ARMITAGE AVE","CHICAGO",60639,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.916801,-87.734038
"1069067","CAFE SELMARIE","CAFE SELMARIE","4729 N LINCOLN AVE","CHICAGO",60625,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.967406597516,-87.6876164236161,NA,NA
"1069143","RUDY'S BAKERY","RUDY'S BAKERY","2038 W ROSCOE ST","CHICAGO",60618,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9433091345269,-87.6799751152525,NA,NA
"1069158","Palmer House Hilton","Palmer House Hilton","17 E MONROE ST","CHICAGO",60603,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8806645783961,-87.6270893644417,NA,-87.6773956
"1069184","GRAND CHINESE KITCHEN","GRAND CHINESE KITCHEN","1511 E 87TH ST","CHICAGO",60619,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7367760547666,-87.587549398872,NA,NA
"1069215","XSPORT FITNESS","XSPORT FITNESS","3240 N ASHLAND AVE","CHICAGO",60657,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9409446424856,-87.6688414472327,NA,NA
"1069298","GALVIN'S PUBLIC HOUSE","GALVIN'S PUBLIC HOUSE","5901 W LAWRENCE AVE","CHICAGO",60630,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.96757484163,-87.7749376340991,NA,NA
"1069456","HAROLD'S CHICKEN SHACK","HAROLD'S CHICKEN SHACK","307 E 55TH PL","CHICAGO",60637,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7938311,-87.6189819
"1069488","MCDONALD'S RESTAURANT OF ILLINOIS,INC","MCDONALD'S RESTAURANT","500 W MADISON ST","CHICAGO",60661,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8819943382051,-87.6397586848809,NA,NA
"1069497","LE CREOLE RESTAURANT","LE CREOLE RESTAURANT","9174 S CHICAGO AVE","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7284104,-87.5538477
"1069573","THE SALVATION ARMY","THE SALVATION ARMY","1515 W MONROE ST","CHICAGO",60607,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8800856665928,-87.6650544156673,NA,NA
"1069683","RONNY'S ORIGINAL STEAK HOUSE","RONNY'S ORIGINAL STEAK HOUSE","100 W RANDOLPH ST","CHICAGO",60601,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8845862671546,-87.631010445886,NA,-87.6773956
"1069733","R.T. VENDING","R.T. VENDING","6850 W 63RD ST","CHICAGO",60638,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7774904,-87.7930866
"1069776","LUXBAR","LUXBAR","18-20 E BELLEVUE PL","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9016799282115,-87.6275804065333,NA,NA
"1069788","METHODIST HOSPITAL OF CHICAGO","METHODIST HOSPITAL OF CHICAGO","5025 N PAULINA ST","CHICAGO",60640,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9732540091678,-87.6709933874119,NA,NA
"1069817","PETTERINO'S","PETTERINO'S","150 N DEARBORN ST","CHICAGO",60601,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8845089777758,-87.6296056307547,NA,NA
"1069820","PETTERINO'S","PETTERINO'S BANQUET","50 W RANDOLPH ST","CHICAGO",60601,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8845917963314,-87.6297979799691,NA,NA
"1069844","Walgreens #5926","Walgreens #5926","4385 S ARCHER AVE","CHICAGO",60632,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8136949509207,-87.7046580154359,NA,NA
"1070032","JAD FAST FOOD","JAD FAST FOOD","6645 S HALSTED ST","CHICAGO",60621,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7729660295011,-87.6444630706756,NA,NA
"1070038","SUBWAY","SUBWAY","5409 S HARLEM AVE","CHICAGO",60638,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.7936327148008,-87.8014332721081,NA,-87.6773956
"1070144","EDENS FAST FOOD","EDENS FAST FOOD","6045 N CICERO AVE","CHICAGO",60646,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9912150945899,-87.7481797085626,NA,NA
"1070157","CHINA CAFE","CHINA CAFE","2300 S WENTWORTH AVE","CHICAGO",60616,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8509393928056,-87.6321201825248,NA,NA
"1070164","JAZZY BEAN CAFE","JAZZY BEAN CAFE","2022 W 35TH ST","CHICAGO",60609,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.830489873254,-87.6762068763212,NA,NA
"1070189","RICHWELL MARKET","RICHWELL MARKET/CAFE DE VICTORIA","1835 S CANAL ST","CHICAGO",60616,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8566571781598,-87.638753345317,NA,NA
"1070269","CHEETAH GYM","CHEETAH GYM","5238-5252 N CLARK ST","CHICAGO",60640,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9773895366619,-87.6685227975268,NA,NA
"10750","PAPA CHRIS PLACE INC","PAPA CHRIS PLACE INC","6235 W TOUHY AVE","CHICAGO",60646,"Risk 1 (High)","Active","1006-FOOD RETAIL",42.0118935127322,-87.7832595227764,NA,NA
"10764","PARS COVE EAST","PARS COVE EAST","435 W DIVERSEY PKWY","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9327726069409,-87.6407640302509,NA,NA
"1077","MONK'S PUB","MONK'S PUB","205-207 W LAKE ST","CHICAGO",60606,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8856184945847,-87.6341223581437,NA,-87.6773956
"10772","RAM'S FOOD & LIQUOR INC","RAM'S FOOD & LIQUOR INC","5505 S HALSTED ST","CHICAGO",60621,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7938645,-87.6451106
"10777","SAMS FOOD & LIQUOR","SAMS FOOD & LIQUOR","7901 S YATES BLVD","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7517012,-87.5662097
"10781","RAMBO FOOD & LIQUOR INC","RAMBO FOOD & LIQUOR INC","3757 S STATE ST","CHICAGO",60609,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8257502,-87.6263678
"10789","GARDEN OF EDEN","GARDEN OF EDEN","2226 W DEVON AVE","CHICAGO",60659,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9978113,-87.6861191
"10791","GENTLE PERSUASION INC",NA,"8951-8959 S ASHLAND AVE","CHICAGO",60620,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7305980075875,-87.6627646188891,NA,NA
"10794","THE MARKET PLACE FOODSTORE","THE MARKET PLACE FOODSTORE","521 W DIVERSEY PKWY","CHICAGO",60614,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9327439571029,-87.642218845189,NA,NA
"10798","UN CORK IT","UN CORK IT","393 E ILLINOIS ST","CHICAGO",60611,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8909404294829,-87.6177123914006,NA,NA
"10807","BIALYSTOK MONK CHICAGO INC","BIALYSTOK MONK CHICAGO INC","3653 W DIVERSEY AVE","CHICAGO",60647,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.931635,-87.719244
"10810","LAWRENCE & KENNEDY AMOCO","LAWRENCE & KENNEDY AMOCO","5027 W LAWRENCE AVE","CHICAGO",60630,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9679479,-87.7538524
"1082","MAZURE INN INC","MAZURE INN INC","2459 N PULASKI RD","CHICAGO",60639,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9262315,-87.726696
"10853","MARZEYA BAKERY",NA,"8908 S COMMERCIAL AVE","CHICAGO",60617,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.7334100050552,-87.5514845348541,NA,NA
"10861","SWEDISH BAKERY INC","SWEDISH BAKERY","5348 N CLARK ST","CHICAGO",60640,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9794872781304,-87.668433511431,NA,NA
"10876","HANK'S PARTY STORE INC","HANK'S PARTY STORE INC","5029 N WESTERN AVE","CHICAGO",60625,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9731384,-87.6889623
"10894","RED APPLE FOOD & LIQUOR INC","RED APPLE FOOD & LIQUOR INC","317 E 51ST ST","CHICAGO",60615,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8019546465485,-87.6186829574225,NA,NA
"10916","ALEXANDER'S RESTAURANT","ALEXANDER'S RESTAURANT","6158 N CLARK ST","CHICAGO",60660,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9943911800746,-87.6702958245974,NA,NA
"1091886","Supermercado Santos","Supermercado Santos","4045-4047 W 31ST ST","CHICAGO",60623,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8367499607579,-87.726132656829,NA,-87.6773956
"1091966","PENINSULA CHICAGO,LLC","MAIN KITCHEN/BANQUETS","108 E SUPERIOR ST","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8958396382069,-87.6249881413158,NA,NA
"1092043","GLASCOTT'S GROGGERY","GLASCOTT'S GROGGERY","2158 N HALSTED ST","CHICAGO",60614,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9216748,-87.6487521
"1092121","FAMILY PRIDE RESTAURANT","FAMILY PRIDE RESTAURANT","3557 W CHICAGO AVE","CHICAGO",60651,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8954468,-87.7156006
"1092138","LEAVITT CANDY STORE","LEAVITT CANDY STORE","3359 S LEAVITT ST","CHICAGO",60608,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.832279,-87.679866
"1092141","TAYLOR STREET FOOD & LIQUOR","TAYLOR STREET FOOD & LIQUOR","1152 W TAYLOR ST","CHICAGO",60607,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.869667,-87.656313
"1092160","RISE RESTAURANT","RISE RESTAURANT","3401 N SOUTHPORT AVE","CHICAGO",60657,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9434660262534,-87.6637716031875,NA,NA
"1092172","Iguana Cafe","Iguana Cafe","517-519 N HALSTED ST","CHICAGO",60622,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.891754039613,-87.6474933448063,NA,NA
"1092264","PAZZO'S","PAZZO'S","311 S WACKER DR","CHICAGO",60606,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8777916481044,-87.6365243444353,NA,-87.6773956
"10923","OFELIO TORRES","GLORIA'S TACOS","1755 W 18TH ST","CHICAGO",60608,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8576190757569,-87.6708549827344,NA,NA
"1092317","CARO MIO ITALIAN RISTORANTE","CARO MIO ITALIAN RISTORANTE","1825-1829 W WILSON AVE","CHICAGO",60640,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9650328451104,-87.6756954297097,NA,NA
"1092373","PENINSULA CHICAGO, LLC","SHANGHAI TERRACE","108 E SUPERIOR ST","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8958396382069,-87.6249881413158,NA,NA
"1092376","PENINSULA CHICAGO, LLC","PIERROT GOURMET","108 E SUPERIOR ST","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8958396382069,-87.6249881413158,NA,NA
"1092400","PIERRE'S II BAKERY","PIERRE'S II BAKERY","2747 N MILWAUKEE AVE","CHICAGO",60647,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.9311591838621,-87.7105998542361,NA,NA
"1092445","RASMOS","RASMOS PIZZA","4788 N ELSTON AVE","CHICAGO",60630,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.9678703283459,-87.7400272168186,NA,NA
"1092532","ZOE VENDING","ZOE VENDING","251 E 95TH ST","CHICAGO",60619,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7217794,-87.6166187
"1092586","SARAH FOODS INC","SARAH FOODS INC","105 E 47TH ST","CHICAGO",60653,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.8092006,-87.6224629
"1092597","THE SUBMARINE PIER INC.","THE SUBMARINE PIER INC.","4048 S ARCHER AVE","CHICAGO",60632,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8201435244886,-87.6946012411109,NA,NA
"1092597","THE SUBMARINE PIER INC","THE SUBMARINE PIER INC","4048 S ARCHER AVE","CHICAGO",60632,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8201435244886,-87.6946012411109,NA,NA
"1092599","HARRISON MARATHON","HARRISON MARATHON","4751 W HARRISON ST","CHICAGO",60644,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8730504220453,-87.7445652086863,NA,NA
"1092606","CITE RESTAURANT","CITE RESTAURANT","505 N LAKE SHORE DR","CHICAGO",60611,"Risk 1 (High)","Active","1006-FOOD RETAIL",41.8912792934921,-87.6141075333302,NA,NA
"1092735","BLOCKBUSTER VIDEO #17044","BLOCKBUSTER VIDEO #17044","9110 S STONY ISLAND AVE","CHICAGO",60617,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7291049,-87.585857
"1092743","BLOCKBUSTER VIDEO #90102","BLOCKBUSTER VIDEO #90102","4650 W DIVERSEY AVE","CHICAGO",60639,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.9315989,-87.7429712
"1092746","BLOCKBUSTER VIDEO #17393","BLOCKBUSTER VIDEO #17393","400 W DIVISION ST","CHICAGO",60610,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.904262,-87.638819
"1092749","BLOCKBUSTER VIDEO #17440","BLOCKBUSTER VIDEO #17440","1958 W IRVING PARK RD","CHICAGO",60613,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.954296,-87.6786066
"1092787","THE ART INSTITUTE OF CHICAGO","THE ART INSTITUTE OF CHICAGO","112 S MICHIGAN AVE","CHICAGO",60603,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8804875426667,-87.6245033609321,NA,NA
"1092789","THE ART INSTITUTE OF CHICAGO","THE ART INSTITUTE OF CHICAGO","164 N STATE ST","CHICAGO",60601,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8849636718272,-87.6280685647585,NA,NA
"1092842","BLOCKBUSTER VIDEO #17383","BLOCKBUSTER VIDEO #17383","1645 W SCHOOL ST","CHICAGO",60657,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.941218,-87.670212
"1092849","BLOCKBUSTER VIDEO #17395","BLOCKBUSTER VIDEO #17395","1303 N MILWAUKEE AVE","CHICAGO",60622,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9054112088775,-87.6694582378001,NA,NA
"1092854","CARIBOU COFFEE COMPANY","CARIBOU COFFEE","311 W MONROE ST","CHICAGO",60606,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",41.8805275916198,-87.635623853588,NA,NA
"1092855","BLOCKBUSTER VIDEO #17417","BLOCKBUSTER VIDEO #17417","7572 N WESTERN AVE","CHICAGO",60645,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,42.0194292,-87.6902295
"1092875","BLOCKBUSTER VIDEO #17461","BLOCKBUSTER VIDEO #17461","2251 N MILWAUKEE AVE","CHICAGO",60647,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.9217838481174,-87.6952945994082,NA,NA
"1092878","BLOCKBUSTER VIDEO #17464","BLOCKBUSTER VIDEO #17464","10911 S WESTERN AVE","CHICAGO",60643,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.6950882,-87.6810647
"1092905","Sandy's Food Mart","Sandy's Food Mart","1534 W HOWARD ST","CHICAGO",60626,"Risk 2 (Medium)","Active","1006-FOOD RETAIL",42.0194744817706,-87.6695594291468,NA,NA
"1092923","BINITA'S","BINITA'S","332 S MICHIGAN AVE","CHICAGO",60604,"Risk 3 (Low)","Active","1006-FOOD RETAIL",41.8774801769773,-87.6244465884909,NA,NA
"1092991","TAQUERIA EL CHARRO","TAQUERIA EL CHARRO","6661 N CLARK ST","CHICAGO",60626,"Risk 1 (High)","Active","1006-FOOD RETAIL",42.003495826837,-87.6723220947215,NA,NA
"1092999","JOSE TORRES","JOSE TORRES","352 W 75TH ST","CHICAGO",60621,"Risk 3 (Low)","Active","1006-FOOD RETAIL",NA,NA,41.7580975,-87.6340365
